Mind Bender,Mind Controller,Mind Reader,Mind Warper,Protected Mind Reader,Geller,Mirror Mind Reader,Geller Cooperator,Darwin,Geller Defector
4.99333333333,3.55555555556,3.55555555556,3.55555555556,3.55555555556,1.18388888889,2.66666666667,1.66055555556,1.33333333333,0.721111111111
4.99555555556,3.33333333333,3.33333333333,3.33333333333,3.33333333333,2.66666666667,2.66666666667,1.55611111111,1.33333333333,1.00055555556
4.99555555556,3.33333333333,3.33333333333,3.33333333333,3.33333333333,2.66666666667,2.66666666667,1.55611111111,1.33333333333,1.00055555556
4.99555555556,3.33333333333,3.33333333333,3.33333333333,3.33333333333,2.66666666667,2.66666666667,1.55611111111,1.33333333333,1.00055555556
4.99555555556,3.33333333333,3.33333333333,3.33333333333,3.33333333333,2.66666666667,2.66666666667,1.55611111111,1.33333333333,1.00055555556
4.99555555556,3.33333333333,3.33333333333,3.33333333333,3.33333333333,2.66666666667,2.66666666667,1.55611111111,1.33333333333,1.00055555556
4.99555555556,3.33333333333,3.33333333333,3.33333333333,3.33333333333,2.66666666667,2.66666666667,1.55611111111,1.33333333333,1.00055555556
4.99555555556,3.33333333333,3.33333333333,3.33333333333,3.33333333333,2.66666666667,2.66666666667,1.55611111111,1.33333333333,1.00055555556
4.99555555556,3.33333333333,3.33333333333,3.33333333333,3.33333333333,2.66666666667,2.66666666667,1.55611111111,1.33333333333,1.00055555556
4.99555555556,3.33333333333,3.33333333333,3.33333333333,3.33333333333,2.66666666667,2.66666666667,1.55611111111,1.33333333333,1.00055555556
